original_title,popularity,vote_average,vote_count,Comedy,TV Movie,Family,Science Fiction,Drama,Romance,Action,War,Mystery,Music,Adventure,Crime,Horror,Animation,History,Fantasy,Western,Thriller,Running time,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,IMDb score,ROI,successo
Spotlight,80.553,7.816,8030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,128,20000000,98000000,0.77,1.0,78000000,13,6,8.1,3.9,1
Harry Potter and the Goblet of Fire,112.931,7.815,20114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,157,150000000,896000000,0.9582999999999999,0.4285,746000000,1,0,7.6,4.973333333333334,1
Snatch,102.398,7.81,8723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,6000000,83000000,0.7361,0.625,77000000,0,0,8.3,12.833333333333334,1
Snatch,102.398,7.81,8723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,6000000,83000000,0.7361,0.625,77000000,0,0,8.3,12.833333333333334,1
Into the Wild,45.172,7.805,9318,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,148,15000000,116000000,0.2888,0.5,101000000,4,2,8.2,6.733333333333333,1
Monty Python and the Holy Grail,31.407,7.805,5573,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,91,229575,5000000,0.3333,0.4285,4770425,0,0,8.3,20.779374931939454,1
Pirates of the Caribbean: The Curse of the Black Pearl,119.533,7.8,20020,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,143,140000000,654000000,0.5225,0.5714,514000000,6,1,8.1,3.6714285714285713,1
Whiplash,25.838,7.799,340,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,107,3300000,49000000,0.5483,1.0,45700000,9,5,8.5,13.848484848484848,1
Fantastic Mr. Fox,38.839,7.797,5192,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,87,40000000,46400000,0.0,0.2857,6400000,2,1,7.8,0.16,0
Toy Story 3,71.528,7.796,14278,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103,200000000,500000000,0.9167000000000001,1.0,300000000,5,2,8.3,1.5,1
Brokeback Mountain,62.208,7.796,6714,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,134,14000000,178000000,0.5047,0.5,164000000,8,3,7.7,11.714285714285714,1
The Perks of Being a Wallflower,34.82,7.794,10202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13000000,34000000,1.0,1.0,21000000,1,0,8.0,1.6153846153846154,1
L.A. Confidential,35.203,7.791,4746,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,138,35000000,126000000,0.6333,0.5,91000000,9,2,8.3,2.6,1
Rocky,532.431,7.788,7560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,960000,117000000,0.9444,1.0,116040000,12,6,8.1,120.875,1
Die Hard,75.861,7.787,10787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,131,28000000,140000000,0.77,0.4,112000000,6,2,8.2,4.0,1
The Man Who Shot Liberty Valance,23.056,7.786,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113,3200000,8000000,0.6667000000000001,1.0,4800000,1,0,8.1,1.5,1
Straight Outta Compton,111.742,7.782,3763,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,167,28000000,200000000,0.8332999999999999,0.625,172000000,1,0,7.9,6.142857142857143,1
Dune,642.642,7.78,11752,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177,40000000,30000000,0.4722,0.6,-10000000,1,0,6.6,-0.25,0
The Dark Knight Rises,65.173,7.78,22139,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,164,250000000,1081000000,1.0,1.0,831000000,0,0,8.5,3.324,1
Donnie Darko,517.898,7.779,12040,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,133,4500000,7300000,0.23329999999999998,0.0,2800000,0,0,8.1,0.6222222222222222,0
The Untouchables,55.345,7.775,5420,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,119,25000000,76000000,0.7333,0.5,51000000,6,1,7.9,2.04,1
Amour,23.621,7.77,1544,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127,8900000,20000000,0.6667000000000001,0.3333,11100000,8,5,7.9,1.247191011235955,1
Rain Man,46.469,7.763,6144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,25000000,354000000,0.8332999999999999,0.615,329000000,8,4,8.0,13.16,1
Big Fish,54.767,7.8,6975,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,125,70000000,123000000,0.5,0.6667000000000001,53000000,1,0,8.0,0.7571428571428571,0
Back to the Future Part II,49.606,7.759,12392,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,40000000,341000000,0.5,0.615,301000000,2,0,7.8,7.525,1
Do the Right Thing,34.467,7.758,1684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6500000,37000000,0.3333,0.5,30500000,2,0,7.9,4.6923076923076925,1
The Color Purple,22.408,7.756,1700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,154,15000000,98000000,0.7222,0.846,83000000,14,0,7.8,5.533333333333333,1
Annie Hall,82.691,7.753,3776,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93,4000000,38000000,0.3333,0.2857,34000000,7,4,8.1,8.5,1
The Hateful Eight,31.827,7.75,13803,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,187,44000000,155000000,0.7222,1.0,111000000,3,1,7.9,2.522727272727273,1
A Walk to Remember,44.185,7.747,3941,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101,11000000,47000000,0.8332999999999999,0.875,36000000,0,0,7.4,3.272727272727273,1
Platoon,234.659,7.746,4366,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,120,6000000,138000000,0.8554999999999999,0.35710000000000003,132000000,12,5,8.1,22.0,1
The King's Speech,28.453,7.742,8482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118,15000000,414000000,0.5111,0.6667000000000001,399000000,12,7,8.0,26.6,1
Shrek,151.844,7.741,16577,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,90,60000000,484000000,1.0,0.75,424000000,1,1,7.9,7.066666666666666,1
The Blues Brothers,319.536,7.741,4035,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,148,27000000,115000000,0.6667000000000001,1.0,88000000,1,1,7.9,3.259259259259259,1
Mystic River,80.686,7.741,6395,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,138,25000000,157000000,0.77,0.75,132000000,9,4,8.0,5.28,1
Big Hero 6,110.489,7.735,15215,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,102,165000000,658000000,1.0,1.0,493000000,1,1,7.9,2.987878787878788,1
The Exorcist,69.82,7.732,7709,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,132,8000000,230000000,1.0,0.3333,222000000,10,2,8.0,27.75,1
Magnolia,132.767,7.732,3421,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188,37000000,48000000,0.3333,0.3333,11000000,3,0,8.0,0.2972972972972973,0
Slumdog Millionaire,50.31,7.73,10305,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,15000000,377000000,1.0,0.5555,362000000,10,8,8.0,24.133333333333333,1
The Sound of Music,93.584,7.726,3148,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,174,8200000,286000000,1.0,1.0,277800000,13,6,8.0,33.8780487804878,1
Philadelphia,43.019,7.725,4100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,26000000,207000000,0.9167000000000001,0.5,181000000,5,2,7.7,6.961538461538462,1
The Straight Story,19.182,7.7,1452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,10000000,60000000,0.5,0.6,50000000,1,0,8.0,5.0,1
Rush,41.451,7.721,6888,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,123,38000000,98000000,0.7936,0.615,60000000,1,1,8.1,1.5789473684210527,1
Harry Potter and the Chamber of Secrets,124.384,7.72,21328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,174,100000000,879000000,1.0,0.7272,779000000,3,0,7.4,7.79,1
Selena,31.718,7.719,1192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,127,20000000,35000000,0.16670000000000001,0.0,15000000,0,0,6.7,0.75,0
Hotel Rwanda,34.751,7.715,2752,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,121,17500000,34000000,0.7222,0.0,16500000,6,3,8.1,0.9428571428571428,1
The Avengers,174.032,7.714,30062,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,173,220000000,1519000000,0.9047,0.75,1299000000,2,0,8.1,5.904545454545454,1
The Avengers,174.032,7.714,30062,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,173,220000000,623000000,0.9047,0.75,403000000,2,2,8.1,1.8318181818181818,1
The Bridges of Madison County,24.202,7.708,2054,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,135,35000000,182000000,0.6,0.75,147000000,3,2,7.5,4.2,1
Nightcrawler,63.025,7.707,10441,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,117,8500000,51000000,0.7333,1.0,42500000,5,0,7.9,5.0,1
Batman Begins,231.16,7.706,20400,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,128,150000000,374000000,0.8665999999999999,1.0,224000000,1,0,8.3,1.4933333333333334,1
The Incredibles,107.315,7.705,17189,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,115,92000000,631000000,0.77,0.6,539000000,4,2,8.0,5.858695652173913,1
Fiddler on the Roof,19.912,7.701,541,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,181,9000000,80000000,1.0,0.2,71000000,10,5,8.0,7.888888888888889,1
Moonrise Kingdom,34.043,7.695,5668,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,16000000,68000000,0.5832999999999999,0.2857,52000000,4,1,7.8,3.25,1
Spirit: Stallion of the Cimarron,59.282,7.693,4414,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,83,80000000,123000000,0.5,0.0,43000000,0,0,7.0,0.5375,0
Harry Potter and the Half-Blood Prince,106.759,7.693,18879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,153,250000000,934000000,0.77,0.5,684000000,1,0,7.5,2.736,1
The Blind Side,42.89,7.688,6173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,29000000,309000000,0.8332999999999999,0.6,280000000,10,1,7.7,9.655172413793103,1
The Martian,95.269,7.685,19240,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,151,108000000,630000000,0.8332999999999999,0.3529,522000000,7,2,8.1,4.833333333333333,1
Black Swan,57.035,7.684,14081,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,108,13000000,330000000,0.61,0.6667000000000001,317000000,10,2,8.0,24.384615384615383,1
Little Miss Sunshine,18.533,7.685,6864,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,8000000,101000000,0.8889,1.0,93000000,7,3,7.9,11.625,1
The Hustler,21.094,7.682,927,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,134,2000000,85000000,0.6667000000000001,1.0,83000000,9,2,8.0,41.5,1
Harry Potter and the Order of the Phoenix,94.428,7.681,18935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,138,150000000,940000000,0.7361,0.5,790000000,2,0,7.5,5.266666666666667,1
The Princess Bride,32.48,7.68,4392,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,98,16000000,31000000,0.2777,0.4545,15000000,1,0,8.1,0.9375,1
Brazil,37.258,7.681,3174,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,15000000,9800000,0.46659999999999996,0.4285,-5200000,2,0,8.0,-0.3466666666666667,0
High Noon,29.001,7.675,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,85,750000,12000000,1.0,1.0,11250000,11,4,8.1,15.0,1
What's Eating Gilbert Grape,34.111,7.674,3824,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118,11000000,10000000,0.1891,0.5555,-1000000,0,0,7.8,-0.09090909090909091,0
How to Train Your Dragon 2,67.739,7.672,9286,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,102,145000000,621000000,0.4167,1.0,476000000,1,0,7.9,3.282758620689655,1
Memoirs of a Geisha,31.123,7.667,2958,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,145,85000000,162000000,0.2888,0.6,77000000,6,3,7.3,0.9058823529411765,1
Captain America: The Winter Soldier,36.808,7.665,18304,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,136,170000000,714000000,1.0,0.5,544000000,2,1,7.8,3.2,1
Cast Away,58.32,7.665,11020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,143,90000000,429000000,0.9167000000000001,0.615,339000000,5,1,7.7,3.7666666666666666,1
The Terminator,576.82,7.665,12576,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,107,6500000,78000000,0.6667000000000001,0.8571,71500000,0,0,8.1,11.0,1
Jaws,426.478,7.661,10044,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,130,8000000,450000000,0.9167000000000001,0.846,442000000,10,4,8.0,55.25,1
The Count of Monte Cristo,28.668,7.658,1699,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,131,35000000,75000000,0.77,0.6,40000000,0,0,7.7,1.1428571428571428,1
Planet of the Apes,133.591,7.7,3371,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,119,100000000,362000000,0.3333,0.6667000000000001,262000000,1,0,5.7,2.62,0
Planet of the Apes,133.591,7.7,3371,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,119,100000000,180000000,0.3333,0.6667000000000001,80000000,1,0,5.7,0.8,0
12 Angry Men,18.881,7.651,326,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,96,350000,1000000,0.6667000000000001,0.6,650000,6,1,8.9,1.8571428571428572,1
Atonement,40.688,7.651,4049,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,123,30000000,82800000,0.6667000000000001,0.2857,52800000,7,1,7.8,1.76,1
Aladdin,119.622,7.651,10938,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,90,28000000,504000000,0.6933,0.6667000000000001,476000000,11,5,8.0,17.0,1
Iron Man,172.619,7.644,25768,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,126,140000000,585000000,0.8889,0.7142000000000001,445000000,2,0,7.9,3.1785714285714284,1
Cat on a Hot Tin Roof,17.598,7.6,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3000000,10000000,1.0,1.0,7000000,6,0,8.1,2.3333333333333335,1
Boogie Nights,50.177,7.642,3025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,15000000,43000000,1.0,0.3333,28000000,6,1,7.9,1.8666666666666667,1
The Man from Earth,21.594,7.636,2361,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,200000,780000,0.6667000000000001,0.5,580000,0,0,8.0,2.9,1
The World's Fastest Indian,33.672,7.631,712,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,127,25000000,18300000,0.3333,0.4285,-6700000,0,0,7.9,-0.268,0
A Streetcar Named Desire,22.916,7.632,1303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,125,1800000,8000000,0.7166,1.0,6200000,13,5,8.0,3.4444444444444446,1
Remember the Titans,27.643,7.629,2559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30000000,136000000,0.6825,0.5,106000000,1,0,7.8,3.533333333333333,1
The Last Emperor,25.776,7.628,1618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,219,23000000,43000000,0.16670000000000001,0.0,20000000,9,9,7.8,0.8695652173913043,1
The Wild Bunch,21.219,7.62,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,6244087,6400000,0.6667000000000001,0.6667000000000001,155913,2,0,8.0,0.024969703336933005,0
Anastasia,57.274,7.6,5139,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,94,50000000,139000000,0.9047,0.6667000000000001,89000000,2,1,7.1,1.78,1
Edge of Tomorrow,58.455,7.617,13402,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,178000000,370000000,0.9167000000000001,0.8571,192000000,0,0,7.9,1.0786516853932584,1
Night of the Living Dead,27.339,7.613,2330,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,96,114000,30500000,1.0,1.0,30386000,0,0,8.0,266.5438596491228,1
The Others,55.249,7.613,6269,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,101,17000000,209000000,0.8332999999999999,0.3333,192000000,1,1,7.6,11.294117647058824,1
Boyz n the Hood,67.068,7.614,1900,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,112,6000000,57000000,1.0,0.4285,51000000,3,0,7.8,8.5,1
Butch Cassidy and the Sundance Kid,27.765,7.613,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,6000000,102000000,0.8332999999999999,1.0,96000000,14,4,8.1,16.0,1
Deadpool,546.317,7.612,29931,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,108,58000000,786000000,1.0,1.0,728000000,1,0,8.1,12.551724137931034,1
The Little Prince,66.937,7.6,2701,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,108,81200000,97000000,0.61,0.5,15800000,1,0,7.8,0.19458128078817735,0
Children of Men,36.283,7.611,6838,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,109,76000000,70000000,0.44,0.75,-6000000,1,0,7.9,-0.07894736842105263,0
Courageous,41.206,7.61,347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2000000,34000000,1.0,1.0,32000000,0,0,7.0,16.0,1
Fireproof,34.385,7.608,705,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122,500000,33000000,1.0,1.0,32500000,0,0,6.5,65.0,0
Groundhog Day,41.079,7.608,7707,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,101,14600000,71000000,0.38880000000000003,0.5,56400000,2,0,8.1,3.863013698630137,1
Tangled,122.243,7.607,11080,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,260000000,592000000,0.8332999999999999,1.0,332000000,3,0,7.8,1.2769230769230768,1
Seven Pounds,44.642,7.607,6590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,55000000,168000000,0.3333,0.5,113000000,2,0,7.7,2.0545454545454547,1
The Longest Ride,33.573,7.602,3047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128,34000000,62000000,0.0,0.25,28000000,0,0,7.1,0.8235294117647058,1
Tombstone,54.885,7.602,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,134,25000000,56000000,0.6667000000000001,0.6667000000000001,31000000,0,0,7.8,1.24,1
Sleepers,36.736,7.602,3406,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,147,44000000,165000000,0.7333,0.615,121000000,1,0,7.5,2.75,1
JFK,46.043,7.599,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,206,40000000,205000000,1.0,0.35710000000000003,165000000,8,2,8.0,4.125,1
Les Misérables,17.499,7.598,1462,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,158,61000000,441000000,0.5714,0.6667000000000001,380000000,8,3,7.6,6.229508196721311,1
Changeling,74.046,7.597,4042,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,141,55000000,115000000,1.0,0.75,60000000,3,0,7.8,1.0909090909090908,1
The Fault in Our Stars,35.466,7.596,10919,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,133,12000000,307000000,0.8332999999999999,1.0,295000000,2,0,7.8,24.583333333333332,1
Mad Max: Fury Road,482.175,7.596,21794,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,120,150000000,378000000,0.61,0.75,228000000,10,6,8.1,1.52,1
King Kong,43.131,7.597,1410,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,201,207000000,562000000,0.7222,0.7272,355000000,4,3,7.2,1.714975845410628,1
King Kong,43.131,7.597,1410,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,201,207000000,550000000,0.7222,0.7272,343000000,4,3,7.2,1.6570048309178744,1
Toy Story 2,121.111,7.594,13446,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,90000000,497000000,0.9167000000000001,1.0,407000000,5,1,7.9,4.522222222222222,1
Billy Elliot,37.879,7.594,3702,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,110,5000000,109000000,1.0,0.25,104000000,3,0,7.7,20.8,1
American Gangster,45.411,7.587,5194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,176,100000000,266000000,0.6667000000000001,0.3529,166000000,2,0,7.8,1.66,1
10 Things I Hate About You,45.744,7.588,7798,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97,16000000,54000000,0.8665999999999999,0.5,38000000,0,0,7.2,2.375,1
The Last Samurai,55.873,7.586,6627,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,154,140000000,456000000,0.6944,0.5,316000000,4,0,7.7,2.257142857142857,1
The Curious Case of Benjamin Button,42.923,7.585,12399,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,166,150000000,336000000,0.8055,0.8,186000000,18,3,7.8,1.24,1
The Wizard of Oz,85.187,7.585,5348,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,102,2800000,200000000,1.0,0.6667000000000001,197200000,6,2,8.1,70.42857142857143,1
The Longest Day,24.29,7.584,892,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,178,10000000,50400000,1.0,1.0,40400000,5,2,7.8,4.04,1
Avatar,178.573,7.581,30876,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,178,237000000,2923000000,0.44,0.8571,2686000000,13,5,7.9,11.333333333333334,1
Drive,52.869,7.6,12232,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,100,15000000,78000000,0.738,0.6667000000000001,63000000,4,0,7.8,4.2,1
Mary Poppins,57.392,7.58,4523,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139,6000000,103000000,1.0,1.0,97000000,22,13,7.8,16.166666666666668,1
Imagine Me & You,40.33,7.578,981,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,7900000,2000000,0.11109999999999999,0.0,-5900000,0,0,6.9,-0.7468354430379747,0
Apocalypto,63.042,7.577,5346,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,139,40000000,120000000,1.0,1.0,80000000,3,0,7.8,2.0,1
Coach Carter,57.228,7.576,2830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,136,30000000,76700000,0.5555,1.0,46700000,0,0,7.2,1.5566666666666666,1
Ex Machina,313.683,7.574,12886,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15000000,40000000,1.0,1.0,25000000,2,1,7.7,1.6666666666666667,1
The Hobbit: The Desolation of Smaug,63.06,7.574,12767,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,186,225000000,958000000,0.9167000000000001,0.7272,733000000,3,0,7.9,3.2577777777777777,1
Gladiator,23.543,7.571,318,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,171,103000000,460000000,0.75,0.3529,357000000,12,5,8.5,3.466019417475728,1
Maurice,19.77,7.57,506,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,2600000,2800000,0.7222,0.3333,200000,1,0,7.8,0.07692307692307693,0
The Butterfly Effect,37.704,7.569,7261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,13000000,96000000,0.6667000000000001,1.0,83000000,0,0,7.7,6.384615384615385,1
Moon,33.954,7.567,5491,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5000000,9800000,0.3333,0.6667000000000001,4800000,0,0,7.9,0.96,1
The Game,73.65,7.568,6309,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,129,50000000,109000000,0.5,0.8,59000000,1,0,7.8,1.18,1
Moulin Rouge!,62.184,7.568,4389,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,127,52500000,179000000,0.65,0.8,126500000,8,2,7.6,2.4095238095238094,1
We Need to Talk About Kevin,28.728,7.56,2704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,112,7000000,6500000,0.3333,0.0,-500000,1,0,7.5,-0.07142857142857142,0
The Emperor's New Groove,83.826,7.559,6461,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,78,100000000,169000000,0.11109999999999999,0.3333,69000000,1,0,7.3,0.69,0
Casino Royale,122.96,7.556,10386,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,144,150000000,599000000,0.5555,0.77,449000000,2,1,8.0,2.993333333333333,1
Casino Royale,122.96,7.556,10386,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,144,150000000,606000000,0.5555,0.77,456000000,8,2,8.0,3.04,1
Gattaca,163.241,7.555,6102,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,106,36000000,12000000,0.44,0.25,-24000000,1,0,7.8,-0.6666666666666666,0
Halloween,388.966,7.554,5348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,101,300000,47000000,0.77,0.5384,46700000,0,0,7.9,155.66666666666666,1
Gandhi,31.569,7.554,2226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,240,22000000,126000000,0.8665999999999999,0.25,104000000,8,0,8.1,4.7272727272727275,1
Hot Fuzz,52.519,7.553,7289,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,121,8000000,80000000,1.0,0.75,72000000,0,0,7.9,9.0,1
Corpse Bride,82.072,7.553,8771,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,77,40000000,103000000,0.6892,0.6667000000000001,63000000,2,1,7.4,1.575,1
Evil Dead II,325.037,7.549,2983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37,3600000,6000000,0.3333,0.615,2400000,0,0,7.8,0.6666666666666666,0
